Date,Moon Phase
2023-07-31,95.12825012207031
2023-08-01,98.89264678955078
2023-08-02,99.74092102050781
2023-08-03,97.53508758544922
2023-08-04,92.46376037597656
2023-08-05,84.99783325195312
2023-08-06,75.779541015625
2023-08-07,65.49701690673828
2023-08-08,54.789276123046875
2023-08-09,44.19807815551758
2023-08-10,34.15888595581055
2023-08-11,25.013900756835938
2023-08-12,17.03180503845215
2023-08-13,10.424863815307617
2023-08-14,5.3596930503845215
2023-08-15,1.9616094827651978
2023-08-16,0.3144693076610565
2023-08-17,0.45861950516700745
2023-08-18,2.389350652694702
2023-08-19,6.057153224945068
2023-08-20,11.369675636291504
2023-08-21,18.193925857543945
2023-08-22,26.356273651123047
2023-08-23,35.63761901855469
2023-08-24,45.76194381713867
2023-08-25,56.37858581542969
2023-08-26,67.04239654541016
2023-08-27,77.20186614990234
2023-08-28,86.21096801757812
2023-08-29,93.38201904296875
2023-08-30,98.08560180664062
2023-08-31,99.87800598144531
2023-09-01,98.60841369628906
2023-09-02,94.45436096191406
2023-09-03,87.86700439453125
2023-09-04,79.45567321777344
2023-09-05,69.8653793334961
2023-09-06,59.688785552978516
2023-09-07,49.42503356933594
2023-09-08,39.47583770751953
2023-09-09,30.162019729614258
2023-09-10,21.74591064453125
2023-09-11,14.450841903686523
2023-09-12,8.47365665435791
2023-09-13,3.989269733428955
2023-09-14,1.148194432258606
2023-09-15,0.06916874647140503
2023-09-16,0.8295964002609253
2023-09-17,3.4564034938812256
2023-09-18,7.919151306152344
2023-09-19,14.125788688659668
2023-09-20,21.91974639892578
2023-09-21,31.076004028320312
2023-09-22,41.29383850097656
2023-09-23,52.18586349487305
2023-09-24,63.26692581176758
2023-09-25,73.95196533203125
2023-09-26,83.57691192626953
2023-09-27,91.455810546875
2023-09-28,96.97584533691406
2023-09-29,99.70911407470703
2023-09-30,99.4998550415039
2023-10-01,96.48717498779297
2023-10-02,91.05314636230469
2023-10-03,83.72306823730469
2023-10-04,75.06121826171875
2023-10-05,65.59504699707031
2023-10-06,55.77816390991211
2023-10-07,45.98534393310547
2023-10-08,36.52639389038086
2023-10-09,27.667144775390625
2023-10-10,19.649356842041016
2023-10-11,12.705024719238281
2023-10-12,7.062586784362793
2023-10-13,2.944211483001709
2023-10-14,0.5546287894248962
2023-10-15,0.06346505880355835
2023-10-16,1.5844767093658447
2023-10-17,5.155891418457031
2023-10-18,10.725584030151367
2023-10-19,18.1429443359375
2023-10-20,27.156848907470703
2023-10-21,37.41743469238281
2023-10-22,48.47978591918945
2023-10-23,59.81050109863281
2023-10-24,70.80239868164062
2023-10-25,80.80581665039062
2023-10-26,89.18323516845703
2023-10-27,95.38496398925781
2023-10-28,99.0293960571289
2023-10-29,99.96070098876953
2023-10-30,98.26054382324219
2023-10-31,94.209228515625
2023-11-01,88.21350860595703
2023-11-02,80.72896575927734
2023-11-03,72.19953918457031
2023-11-04,63.023719787597656
2023-11-05,53.545494079589844
2023-11-06,44.06241989135742
2023-11-07,34.8426513671875
2023-11-08,26.144176483154297
2023-11-09,18.23130989074707
2023-11-10,11.384542465209961
2023-11-11,5.900383472442627
2023-11-12,2.0787501335144043
2023-11-13,0.19744357466697693
2023-11-14,0.47660571336746216
2023-11-15,3.0399999618530273
2023-11-16,7.882617473602295
2023-11-17,14.853293418884277
2023-11-18,23.65631866455078
2023-11-19,33.86977767944336
2023-11-20,44.974220275878906
2023-11-21,56.3853759765625
2023-11-22,67.48834991455078
2023-11-23,77.6747055053711
2023-11-24,86.3850326538086
2023-11-25,93.15586853027344
2023-11-26,97.6638412475586
2023-11-27,99.75509643554688
2023-11-28,99.44954681396484
2023-11-29,96.9175033569336
2023-11-30,92.43596649169922
2023-12-01,86.33841705322266
2023-12-02,78.97120666503906
2023-12-03,70.66466522216797
2023-12-04,61.7207145690918
2023-12-05,52.4147834777832
2023-12-06,43.00779342651367
2023-12-07,33.76369857788086
2023-12-08,24.968231201171875
2023-12-09,16.943967819213867
2023-12-10,10.056044578552246
2023-12-11,4.702037811279297
2023-12-12,1.2809576988220215
2023-12-13,0.14113092422485352
2023-12-14,1.5156670808792114
2023-12-15,5.463427543640137
2023-12-16,11.836424827575684
2023-12-17,20.28658103942871
2023-12-18,30.3089542388916
2023-12-19,41.304805755615234
2023-12-20,52.64474105834961
2023-12-21,63.718990325927734
2023-12-22,73.9722671508789
2023-12-23,82.92738342285156
2023-12-24,90.20292663574219
2023-12-25,95.52713775634766
2023-12-26,98.74656677246094
2023-12-27,99.82588195800781
2023-12-28,98.83650970458984
2023-12-29,95.9350814819336
2023-12-30,91.33587646484375
2023-12-31,85.28343963623047
